code,type,sample_date,sample_value_1,sample_value_2,sample_market,sample_value_1_human,sample_value_2_human,category,type_name,confidence
600030,20,20180330,1028443341,0,sh,102.84万股,0,rare_event,unknown_type_20,unknown
600030,20,20180404,1028443341,0,sh,102.84万股,0,rare_event,unknown_type_20,unknown
600030,20,20180413,1028443341,0,sh,102.84万股,0,rare_event,unknown_type_20,unknown
600519,21,20180404,1070218609,0,sh,107.02万股,0,rare_event,unknown_type_21,unknown
600519,21,20180409,1070218609,0,sh,107.02万股,0,rare_event,unknown_type_21,unknown
600519,21,20180410,1069966950,0,sh,107.00万股,0,rare_event,unknown_type_21,unknown
600519,21,20180411,1070050836,0,sh,107.01万股,0,rare_event,unknown_type_21,unknown
600519,21,20180412,1070218609,0,sh,107.02万股,0,rare_event,unknown_type_21,unknown
601318,21,20180404,1075084001,0,sh,107.51万股,0,rare_event,unknown_type_21,unknown
601318,21,20180409,1074874286,0,sh,107.49万股,0,rare_event,unknown_type_21,unknown
601318,21,20180410,1074580685,0,sh,107.46万股,0,rare_event,unknown_type_21,unknown
601318,21,20180411,1074664571,0,sh,107.47万股,0,rare_event,unknown_type_21,unknown
601318,21,20180412,1074790400,0,sh,107.48万股,0,rare_event,unknown_type_21,unknown
600036,21,20180404,1077600584,0,sh,107.76万股,0,rare_event,unknown_type_21,unknown
600036,21,20180409,1077558641,0,sh,107.76万股,0,rare_event,unknown_type_21,unknown
600036,21,20180410,1076971438,0,sh,107.70万股,0,rare_event,unknown_type_21,unknown
600036,21,20180411,1076929495,0,sh,107.69万股,0,rare_event,unknown_type_21,unknown
600036,21,20180412,1077139210,0,sh,107.71万股,0,rare_event,unknown_type_21,unknown
600028,21,20180404,1090057667,0,sh,109.01万股,0,rare_event,unknown_type_21,unknown
600028,21,20180409,1089659208,0,sh,108.97万股,0,rare_event,unknown_type_21,unknown
600028,21,20180410,1089239777,0,sh,108.92万股,0,rare_event,unknown_type_21,unknown
600028,21,20180411,1088967148,0,sh,108.90万股,0,rare_event,unknown_type_21,unknown
600028,21,20180412,1088841318,0,sh,108.88万股,0,rare_event,unknown_type_21,unknown
600030,21,20180404,1074161254,0,sh,107.42万股,0,rare_event,unknown_type_21,unknown
600030,21,20180409,1074035425,0,sh,107.40万股,0,rare_event,unknown_type_21,unknown
600030,21,20180410,1073867653,0,sh,107.39万股,0,rare_event,unknown_type_21,unknown
600030,21,20180411,1073993482,0,sh,107.40万股,0,rare_event,unknown_type_21,unknown
600030,21,20180412,1074119311,0,sh,107.41万股,0,rare_event,unknown_type_21,unknown
600519,22,20181029,1126135235,1058977874,sh,112.61万股,105.90万股,rare_event,unknown_type_22,unknown
600519,22,20210927,1032805417,0,sh,103.28万股,0,rare_event,unknown_type_22,unknown
601318,22,20230427,1067282596,1022739087,sh,106.73万股,102.27万股,rare_event,unknown_type_22,unknown
601318,22,20240930,1063843267,1017370378,sh,106.38万股,101.74万股,rare_event,unknown_type_22,unknown
601318,22,20241008,0,0,sh,0,0,rare_event,unknown_type_22,unknown
600036,22,20200706,1075209830,1017370378,sh,107.52万股,101.74万股,rare_event,unknown_type_22,unknown
600036,22,20241008,0,0,sh,0,0,rare_event,unknown_type_22,unknown
600028,22,20260109,0,0,sh,0,0,rare_event,unknown_type_22,unknown
600028,22,20260302,0,0,sh,0,0,rare_event,unknown_type_22,unknown
600028,22,20260303,1071476900,1043878380,sh,107.15万股,104.39万股,rare_event,unknown_type_22,unknown
600028,22,20260304,0,0,sh,0,0,rare_event,unknown_type_22,unknown
600030,22,20181022,1093109023,1049247089,sh,109.31万股,104.92万股,rare_event,unknown_type_22,unknown
600030,22,20190222,1066275963,1025758986,sh,106.63万股,102.58万股,rare_event,unknown_type_22,unknown
600030,22,20190225,1085087416,1049247089,sh,108.51万股,104.92万股,rare_event,unknown_type_22,unknown
600030,22,20190306,1017370378,0,sh,101.74万股,0,rare_event,unknown_type_22,unknown
600030,22,20190308,1057300152,1022739087,sh,105.73万股,102.27万股,rare_event,unknown_type_22,unknown
600519,23,20180903,0,1032805417,sh,0,103.28万股,rare_event,unknown_type_23,unknown
600030,23,20171106,0,1156339302,sh,0,115.63万股,rare_event,unknown_type_23,unknown
600519,24,20210927,1204048512,1210865832,sh,120.40万股,121.09万股,rare_event,unknown_type_24,unknown
601318,24,20230427,1208214592,1200196712,sh,120.82万股,120.02万股,rare_event,unknown_type_24,unknown
601318,24,20240930,1207828480,1194089108,sh,120.78万股,119.41万股,rare_event,unknown_type_24,unknown
601318,24,20241008,1203022720,1214406213,sh,120.30万股,121.44万股,rare_event,unknown_type_24,unknown
600036,24,20200706,1208110016,0,sh,120.81万股,0,rare_event,unknown_type_24,unknown
600036,24,20241008,1203022464,1202235023,sh,120.30万股,120.22万股,rare_event,unknown_type_24,unknown
600028,24,20260109,1203022592,1131944346,sh,120.30万股,113.19万股,rare_event,unknown_type_24,unknown
600028,24,20260302,1208891904,1060487823,sh,120.89万股,106.05万股,rare_event,unknown_type_24,unknown
600028,24,20260303,1205609344,1194672302,sh,120.56万股,119.47万股,rare_event,unknown_type_24,unknown
600030,24,20160321,1204443136,0,sh,120.44万股,0,rare_event,unknown_type_24,unknown
600030,24,20181022,1204128256,0,sh,120.41万股,0,rare_event,unknown_type_24,unknown
600030,24,20190222,1208739136,0,sh,120.87万股,0,rare_event,unknown_type_24,unknown
600030,24,20190225,1207838848,0,sh,120.78万股,0,rare_event,unknown_type_24,unknown
600030,24,20190306,1208866240,0,sh,120.89万股,0,rare_event,unknown_type_24,unknown
600519,26,20221129,1209471744,0,sh,120.95万股,0,rare_event,unknown_type_26,unknown
600519,26,20250901,1218519552,0,sh,121.85万股,0,rare_event,unknown_type_26,unknown
600028,26,20231113,1203982336,0,sh,120.40万股,0,rare_event,unknown_type_26,unknown
600028,26,20250408,1217559552,0,sh,121.76万股,0,rare_event,unknown_type_26,unknown
600519,28,20250830,1153365197,1136943432,sh,115.34万股,113.69万股,rare_event,unknown_type_28,unknown
600519,28,20260528,1152079462,1130028073,sh,115.21万股,113.00万股,rare_event,unknown_type_28,unknown
601318,28,20200428,1118518641,1171965297,sh,111.85万股,117.20万股,rare_event,unknown_type_28,unknown
601318,28,20220826,1111684547,1176521994,sh,111.17万股,117.65万股,rare_event,unknown_type_28,unknown
600028,28,20221125,1082696663,1194116608,sh,108.27万股,119.41万股,rare_event,unknown_type_28,unknown
600028,28,20231124,1085674619,1180710912,sh,108.57万股,118.07万股,rare_event,unknown_type_28,unknown
600028,28,20241123,1086890967,1179343483,sh,108.69万股,117.93万股,rare_event,unknown_type_28,unknown
600028,28,20251124,1085485875,1175165901,sh,108.55万股,117.52万股,rare_event,unknown_type_28,unknown
600028,28,20260703,1083493581,1168644239,sh,108.35万股,116.86万股,rare_event,unknown_type_28,unknown
600519,29,20050630,1065353216,0,sh,106.54万股,0,rare_event,unknown_type_29,unknown
600519,29,20060215,1065353216,0,sh,106.54万股,0,rare_event,unknown_type_29,unknown
600519,29,20060227,1065353216,0,sh,106.54万股,0,rare_event,unknown_type_29,unknown
600519,29,20060417,1108082688,0,sh,110.81万股,0,rare_event,unknown_type_29,unknown
600519,29,20060525,1098907648,1065353216,sh,109.89万股,106.54万股,rare_event,unknown_type_29,unknown
601318,29,20070320,1065353216,0,sh,106.54万股,0,rare_event,unknown_type_29,unknown
601318,29,20070608,1065353216,0,sh,106.54万股,0,rare_event,unknown_type_29,unknown
601318,29,20080306,1065353216,0,sh,106.54万股,0,rare_event,unknown_type_29,unknown
601318,29,20080514,1065353216,0,sh,106.54万股,0,rare_event,unknown_type_29,unknown
601318,29,20080718,1065353216,0,sh,106.54万股,0,rare_event,unknown_type_29,unknown
600036,29,20050518,1065353216,0,sh,106.54万股,0,rare_event,unknown_type_29,unknown
600036,29,20050921,1065353216,0,sh,106.54万股,0,rare_event,unknown_type_29,unknown
600036,29,20060227,1109655552,1065353216,sh,110.97万股,106.54万股,rare_event,unknown_type_29,unknown
600036,29,20060418,1065353216,0,sh,106.54万股,0,rare_event,unknown_type_29,unknown
600036,29,20060517,1065353216,0,sh,106.54万股,0,rare_event,unknown_type_29,unknown
600028,29,20050519,1065353216,0,sh,106.54万股,0,rare_event,unknown_type_29,unknown
600028,29,20050920,1065353216,0,sh,106.54万股,0,rare_event,unknown_type_29,unknown
600028,29,20060525,1065353216,0,sh,106.54万股,0,rare_event,unknown_type_29,unknown
600028,29,20060907,1095761920,0,sh,109.58万股,0,rare_event,unknown_type_29,unknown
600028,29,20070123,1065353216,0,sh,106.54万股,0,rare_event,unknown_type_29,unknown
600030,29,20050524,1065353216,0,sh,106.54万股,0,rare_event,unknown_type_29,unknown
600030,29,20050815,0,1065353216,sh,0,106.54万股,rare_event,unknown_type_29,unknown
600030,29,20050913,1065353216,0,sh,106.54万股,0,rare_event,unknown_type_29,unknown
600030,29,20051219,1065353216,0,sh,106.54万股,0,rare_event,unknown_type_29,unknown
600030,29,20060220,1065353216,0,sh,106.54万股,0,rare_event,unknown_type_29,unknown
600519,30,20020725,1181376512,1159479296,sh,118.14万股,115.95万股,rare_event,unknown_type_30,unknown
600519,30,20030714,1168891904,1160503296,sh,116.89万股,116.05万股,rare_event,unknown_type_30,unknown
600519,30,20040701,1175309312,1175309312,sh,117.53万股,117.53万股,rare_event,unknown_type_30,unknown
600519,30,20050805,1184472320,1173735424,sh,118.45万股,117.37万股,rare_event,unknown_type_30,unknown
600519,30,20060519,0,1194874368,sh,0,119.49万股,rare_event,unknown_type_30,unknown
601318,30,20070622,1209912779,0,sh,120.99万股,0,rare_event,unknown_type_30,unknown
601318,30,20070903,1208972612,0,sh,120.90万股,0,rare_event,unknown_type_30,unknown
601318,30,20080523,1219711637,0,sh,121.97万股,0,rare_event,unknown_type_30,unknown
601318,30,20081006,1208972612,0,sh,120.90万股,0,rare_event,unknown_type_30,unknown
601318,30,20090901,1205284838,0,sh,120.53万股,0,rare_event,unknown_type_30,unknown
600036,30,20030716,1199948009,0,sh,119.99万股,0,rare_event,unknown_type_30,unknown
600036,30,20040511,1196234427,1205791790,sh,119.62万股,120.58万股,rare_event,unknown_type_30,unknown
600036,30,20050620,1200824666,1218916745,sh,120.08万股,121.89万股,rare_event,unknown_type_30,unknown
600036,30,20060224,0,1203614077,sh,0,120.36万股,rare_event,unknown_type_30,unknown
600036,30,20060616,1203756369,0,sh,120.38万股,0,rare_event,unknown_type_30,unknown
600028,30,20020722,1227446072,0,sh,122.74万股,0,rare_event,unknown_type_30,unknown
600028,30,20020923,1210668856,0,sh,121.07万股,0,rare_event,unknown_type_30,unknown
600028,30,20030623,1224606420,0,sh,122.46万股,0,rare_event,unknown_type_30,unknown
600028,30,20030922,1216217812,0,sh,121.62万股,0,rare_event,unknown_type_30,unknown
600028,30,20040607,1224606420,0,sh,122.46万股,0,rare_event,unknown_type_30,unknown
600030,30,20030828,1175545108,0,sh,117.55万股,0,rare_event,unknown_type_30,unknown
600030,30,20040611,1188380928,0,sh,118.84万股,0,rare_event,unknown_type_30,unknown
600030,30,20050715,1178721792,0,sh,117.87万股,0,rare_event,unknown_type_30,unknown
600030,30,20060704,1189651456,0,sh,118.97万股,0,rare_event,unknown_type_30,unknown
600030,30,20070521,1198059008,0,sh,119.81万股,0,rare_event,unknown_type_30,unknown
600519,32,20130301,1192521728,1254724304,sh,119.25万股,125.47万股,rare_event,unknown_type_32,unknown
600519,32,20140424,1178304512,1241561856,sh,117.83万股,124.16万股,rare_event,unknown_type_32,unknown
600519,32,20140604,1181376512,1242194376,sh,118.14万股,124.22万股,rare_event,unknown_type_32,unknown
600519,32,20140814,1176256512,1237653568,sh,117.63万股,123.77万股,rare_event,unknown_type_32,unknown
600519,32,20160714,1184235520,1253690240,sh,118.42万股,125.37万股,rare_event,unknown_type_32,unknown
601318,32,20130228,1176256512,1223021952,sh,117.63万股,122.30万股,rare_event,unknown_type_32,unknown
601318,32,20131022,1195593728,1238992768,sh,119.56万股,123.90万股,rare_event,unknown_type_32,unknown
601318,32,20131113,1203982336,1247633376,sh,120.40万股,124.76万股,rare_event,unknown_type_32,unknown
601318,32,20131128,1203982336,1249721376,sh,120.40万股,124.97万股,rare_event,unknown_type_32,unknown
601318,32,20141016,1198153728,1242996576,sh,119.82万股,124.30万股,rare_event,unknown_type_32,unknown
600036,32,20150512,1241296768,1275875783,sh,124.13万股,127.59万股,rare_event,unknown_type_32,unknown
600036,32,20150513,1176256512,1210796544,sh,117.63万股,121.08万股,rare_event,unknown_type_32,unknown
600036,32,20150514,1261002592,1295590712,sh,126.10万股,129.56万股,rare_event,unknown_type_32,unknown
600036,32,20150518,1225948160,1260012592,sh,122.59万股,126.00万股,rare_event,unknown_type_32,unknown
600036,32,20150519,1212370944,1247229376,sh,121.24万股,124.72万股,rare_event,unknown_type_32,unknown
600028,32,20141107,1196310528,1216677888,sh,119.63万股,121.67万股,rare_event,unknown_type_32,unknown
600028,32,20150107,1196310528,1220090880,sh,119.63万股,122.01万股,rare_event,unknown_type_32,unknown
600028,32,20191106,1197334528,1216920320,sh,119.73万股,121.69万股,rare_event,unknown_type_32,unknown
600028,32,20191107,1205262336,1225042560,sh,120.53万股,122.50万股,rare_event,unknown_type_32,unknown
600028,32,20191204,1205262336,1224989760,sh,120.53万股,122.50万股,rare_event,unknown_type_32,unknown
600030,32,20140923,1212370944,1243565376,sh,121.24万股,124.36万股,rare_event,unknown_type_32,unknown
600030,32,20141009,1223959552,1254903984,sh,122.40万股,125.49万股,rare_event,unknown_type_32,unknown
600030,32,20141103,1212370944,1243693376,sh,121.24万股,124.37万股,rare_event,unknown_type_32,unknown
600030,32,20141107,1250348784,1281732098,sh,125.03万股,128.17万股,rare_event,unknown_type_32,unknown
600030,32,20141111,1222359552,1254347984,sh,122.24万股,125.43万股,rare_event,unknown_type_32,unknown
600519,33,20181029,0,0,sh,0,0,rare_event,unknown_type_33,unknown
600028,33,20260304,0,1073741824,sh,0,107.37万股,rare_event,unknown_type_33,unknown
600030,33,20180209,0,1077936128,sh,0,107.79万股,rare_event,unknown_type_33,unknown
600030,33,20190308,0,1073741824,sh,0,107.37万股,rare_event,unknown_type_33,unknown
600030,33,20190506,0,1091567616,sh,0,109.16万股,rare_event,unknown_type_33,unknown
600030,33,20200203,0,0,sh,0,0,rare_event,unknown_type_33,unknown
600030,33,20250407,0,1082130432,sh,0,108.21万股,rare_event,unknown_type_33,unknown
600519,34,20181029,1203022464,0,sh,120.30万股,0,rare_event,unknown_type_34,unknown
600028,34,20260304,1203118976,1173288509,sh,120.31万股,117.33万股,rare_event,unknown_type_34,unknown
600030,34,20180209,1208557632,0,sh,120.86万股,0,rare_event,unknown_type_34,unknown
600030,34,20190308,1208796864,0,sh,120.88万股,0,rare_event,unknown_type_34,unknown
600030,34,20190506,1208545920,0,sh,120.85万股,0,rare_event,unknown_type_34,unknown
600030,34,20200203,1203022464,0,sh,120.30万股,0,rare_event,unknown_type_34,unknown
600030,34,20250407,1208577408,1176820992,sh,120.86万股,117.68万股,rare_event,unknown_type_34,unknown
600519,35,20110506,1221485952,0,sh,122.15万股,0,rare_event,unknown_type_35,unknown
600519,35,20121211,1222439744,0,sh,122.24万股,0,rare_event,unknown_type_35,unknown
600519,35,20130611,1224905760,0,sh,122.49万股,0,rare_event,unknown_type_35,unknown
600519,35,20130903,1220976288,0,sh,122.10万股,0,rare_event,unknown_type_35,unknown
600519,35,20140302,1236802368,0,sh,123.68万股,0,rare_event,unknown_type_35,unknown
601318,35,20101206,1166434304,0,sh,116.64万股,0,rare_event,unknown_type_35,unknown
601318,35,20110214,1158660096,0,sh,115.87万股,0,rare_event,unknown_type_35,unknown
601318,35,20120530,1212370944,0,sh,121.24万股,0,rare_event,unknown_type_35,unknown
601318,35,20120531,1223395712,0,sh,122.34万股,0,rare_event,unknown_type_35,unknown
601318,35,20120601,1225788160,0,sh,122.58万股,0,rare_event,unknown_type_35,unknown
600036,35,20121231,0,3315351552,sh,0,331.54万股,rare_event,unknown_type_35,unknown
600036,35,20130826,1259007473,0,sh,125.90万股,0,rare_event,unknown_type_35,unknown
600036,35,20130827,1258902592,0,sh,125.89万股,0,rare_event,unknown_type_35,unknown
600036,35,20141222,1199604736,0,sh,119.96万股,0,rare_event,unknown_type_35,unknown
600036,35,20180508,1176256512,0,sh,117.63万股,0,rare_event,unknown_type_35,unknown
600028,35,20110107,1176256512,0,sh,117.63万股,0,rare_event,unknown_type_35,unknown
600028,35,20130625,1161527296,0,sh,116.15万股,0,rare_event,unknown_type_35,unknown
600028,35,20131105,1253633984,0,sh,125.36万股,0,rare_event,unknown_type_35,unknown
600028,35,20131108,1275092828,0,sh,127.51万股,0,rare_event,unknown_type_35,unknown
600028,35,20131115,1285939763,0,sh,128.59万股,0,rare_event,unknown_type_35,unknown
600030,35,20070904,1223983200,0,sh,122.40万股,0,rare_event,unknown_type_35,unknown
600030,35,20080425,1251719920,0,sh,125.17万股,0,rare_event,unknown_type_35,unknown
600030,35,20160229,1288935525,0,sh,128.89万股,0,rare_event,unknown_type_35,unknown
600030,35,20171214,0,3406786240,sh,0,340.68万股,rare_event,unknown_type_35,unknown
600030,35,20171215,0,3406893240,sh,0,340.69万股,rare_event,unknown_type_35,unknown
600028,37,20260302,1065353216,0,sh,106.54万股,0,rare_event,unknown_type_37,unknown
600028,37,20260303,1077936128,0,sh,107.79万股,0,rare_event,unknown_type_37,unknown
600036,41,20100304,1204021248,0,sh,120.40万股,0,rare_event,unknown_type_41,unknown
600036,41,20130827,1207928192,0,sh,120.79万股,0,rare_event,unknown_type_41,unknown
600030,41,20220118,1213658496,0,sh,121.37万股,0,rare_event,unknown_type_41,unknown
601318,42,20070301,1183464110,0,sh,118.35万股,0,rare_event,unknown_type_42,unknown
601318,42,20081030,1168478966,0,sh,116.85万股,0,rare_event,unknown_type_42,unknown
600036,42,20150827,1203485892,0,sh,120.35万股,0,rare_event,unknown_type_42,unknown
600028,42,20070928,0,3312290693,sh,0,331.23万股,rare_event,unknown_type_42,unknown
600028,42,20090722,0,3317150618,sh,0,331.72万股,rare_event,unknown_type_42,unknown
600028,42,20260302,1184245596,3348830112,sh,118.42万股,334.88万股,rare_event,unknown_type_42,unknown
600028,42,20260303,1195618888,3363161897,sh,119.56万股,336.32万股,rare_event,unknown_type_42,unknown
600030,42,20081007,1171635282,0,sh,117.16万股,0,rare_event,unknown_type_42,unknown
600030,42,20100505,1172229509,3338898358,sh,117.22万股,333.89万股,rare_event,unknown_type_42,unknown
600030,42,20100506,1180457902,0,sh,118.05万股,0,rare_event,unknown_type_42,unknown
600030,42,20141208,0,3345737884,sh,0,334.57万股,rare_event,unknown_type_42,unknown
600030,42,20141211,1184089948,0,sh,118.41万股,0,rare_event,unknown_type_42,unknown
600036,43,20100304,1091410330,1212417286,sh,109.14万股,121.24万股,rare_event,unknown_type_43,unknown
600036,43,20130827,1091871703,1217440555,sh,109.19万股,121.74万股,rare_event,unknown_type_43,unknown
600030,43,20220118,1097261384,1209503883,sh,109.73万股,120.95万股,rare_event,unknown_type_43,unknown
600519,44,20260703,1081380910,0,sh,108.14万股,0,rare_event,unknown_type_44,unknown
601318,44,20260703,1078447833,0,sh,107.84万股,0,rare_event,unknown_type_44,unknown
600036,44,20260703,1078699491,0,sh,107.87万股,0,rare_event,unknown_type_44,unknown
600028,44,20260703,1079876832,0,sh,107.99万股,0,rare_event,unknown_type_44,unknown
600030,44,20260703,1078937308,0,sh,107.89万股,0,rare_event,unknown_type_44,unknown
600519,45,20120718,1083556495,0,sh,108.36万股,0,rare_event,unknown_type_45,unknown
600519,45,20120801,1083556495,0,sh,108.36万股,0,rare_event,unknown_type_45,unknown
600519,45,20120809,1083535524,0,sh,108.35万股,0,rare_event,unknown_type_45,unknown
600519,45,20120810,1083430666,0,sh,108.34万股,0,rare_event,unknown_type_45,unknown
600519,45,20120811,1083430666,0,sh,108.34万股,0,rare_event,unknown_type_45,unknown
601318,45,20120716,1083703296,0,sh,108.37万股,0,rare_event,unknown_type_45,unknown
601318,45,20120813,1083703296,0,sh,108.37万股,0,rare_event,unknown_type_45,unknown
601318,45,20120823,1083703296,0,sh,108.37万股,0,rare_event,unknown_type_45,unknown
601318,45,20120824,1083388723,0,sh,108.34万股,0,rare_event,unknown_type_45,unknown
601318,45,20120911,1083346780,0,sh,108.33万股,0,rare_event,unknown_type_45,unknown
600036,45,20120627,1083388723,0,sh,108.34万股,0,rare_event,unknown_type_45,unknown
600036,45,20120818,1083304837,0,sh,108.33万股,0,rare_event,unknown_type_45,unknown
600036,45,20120819,1083116093,0,sh,108.31万股,0,rare_event,unknown_type_45,unknown
600036,45,20120820,1082990264,0,sh,108.30万股,0,rare_event,unknown_type_45,unknown
600036,45,20120822,1082864435,0,sh,108.29万股,0,rare_event,unknown_type_45,unknown
600028,45,20120723,1083451638,0,sh,108.35万股,0,rare_event,unknown_type_45,unknown
600028,45,20120827,1083535524,0,sh,108.35万股,0,rare_event,unknown_type_45,unknown
600028,45,20120903,1083535524,0,sh,108.35万股,0,rare_event,unknown_type_45,unknown
600028,45,20120925,1083535524,0,sh,108.35万股,0,rare_event,unknown_type_45,unknown
600028,45,20121018,1083703296,0,sh,108.37万股,0,rare_event,unknown_type_45,unknown
600030,45,20120723,1083179008,0,sh,108.32万股,0,rare_event,unknown_type_45,unknown
600030,45,20120830,1083325809,0,sh,108.33万股,0,rare_event,unknown_type_45,unknown
600030,45,20120831,1083451638,0,sh,108.35万股,0,rare_event,unknown_type_45,unknown
600030,45,20120901,1083325809,0,sh,108.33万股,0,rare_event,unknown_type_45,unknown
600030,45,20121024,1083179008,0,sh,108.32万股,0,rare_event,unknown_type_45,unknown
600519,48,20260630,1067030938,0,sh,106.70万股,0,rare_event,unknown_type_48,unknown
600519,48,20260701,1072902963,0,sh,107.29万股,0,rare_event,unknown_type_48,unknown
600519,48,20260702,1072902963,0,sh,107.29万股,0,rare_event,unknown_type_48,unknown
600519,48,20260703,1069547520,0,sh,106.95万股,0,rare_event,unknown_type_48,unknown
601318,48,20260630,1065353216,0,sh,106.54万股,0,rare_event,unknown_type_48,unknown
601318,48,20260701,1073741824,0,sh,107.37万股,0,rare_event,unknown_type_48,unknown
601318,48,20260702,1067869798,0,sh,106.79万股,0,rare_event,unknown_type_48,unknown
601318,48,20260703,1068708659,0,sh,106.87万股,0,rare_event,unknown_type_48,unknown
600036,48,20260630,1061997773,0,sh,106.20万股,0,rare_event,unknown_type_48,unknown
600036,48,20260701,1074580685,0,sh,107.46万股,0,rare_event,unknown_type_48,unknown
600036,48,20260702,1074580685,0,sh,107.46万股,0,rare_event,unknown_type_48,unknown
600036,48,20260703,1072902963,0,sh,107.29万股,0,rare_event,unknown_type_48,unknown
600028,48,20260630,1060320051,0,sh,106.03万股,0,rare_event,unknown_type_48,unknown
600028,48,20260701,1072064102,0,sh,107.21万股,0,rare_event,unknown_type_48,unknown
600028,48,20260702,1072064102,0,sh,107.21万股,0,rare_event,unknown_type_48,unknown
600028,48,20260703,1075838976,0,sh,107.58万股,0,rare_event,unknown_type_48,unknown
600030,48,20260630,1079194419,0,sh,107.92万股,0,rare_event,unknown_type_48,unknown
600030,48,20260701,1080872141,0,sh,108.09万股,0,rare_event,unknown_type_48,unknown
600030,48,20260702,1075838976,0,sh,107.58万股,0,rare_event,unknown_type_48,unknown
600030,48,20260703,1079613850,0,sh,107.96万股,0,rare_event,unknown_type_48,unknown
